Order_ID	Order_Date	Ship_Date	Ship_Mode	Customer_ID	Customer_Name	Segment	Country/Region	City	State	Postal_Code	Region	Product_ID	Sales	Quantity	Discount	Profit	Person
CA-2020-100230	2020-12-11	2020-12-15	Standard Class	AA-10375	Allen Armold	Consumer	United States	New York City	New York	10035	East	OFF-PA-10002245	17.94	3	0	8.073	Chuck Magee
CA-2020-100230	2020-12-11	2020-12-15	Standard Class	AA-10375	Allen Armold	Consumer	United States	New York City	New York	10035	East	TEC-PH-10004522	116.98	2	0	29.245	Chuck Magee
CA-2020-100433	2020-08-11	2020-08-16	Standard Class	SJ-20125	Sanjit Jacobs	Home Office	United States	New York City	New York	10009	East	OFF-PA-10003441	25.92	4	0	12.4416	Chuck Magee
CA-2020-100524	2020-03-31	2020-04-02	Second Class	CM-12115	Chad McGuire	Consumer	United States	New York City	New York	10011	East	FUR-FU-10004018	29.78	2	0	8.0406	Chuck Magee
CA-2020-100524	2020-03-31	2020-04-02	Second Class	CM-12115	Chad McGuire	Consumer	United States	New York City	New York	10011	East	TEC-PH-10002549	677.58	3	0	176.1708	Chuck Magee
CA-2020-100524	2020-03-31	2020-04-02	Second Class	CM-12115	Chad McGuire	Consumer	United States	New York City	New York	10011	East	OFF-PA-10004911	75.04	8	0	36.0192	Chuck Magee
CA-2020-100636	2020-06-26	2020-06-30	Standard Class	DO-13435	Denny Ordway	Consumer	United States	New York City	New York	10035	East	OFF-ST-10004123	272.94	3	0	0	Chuck Magee
CA-2020-100811	2020-11-21	2020-11-24	First Class	CC-12475	Cindy Chapman	Consumer	United States	Philadelphia	Pennsylvania	19143	East	OFF-PA-10001204	8.448	2	0.2	2.64	Chuck Magee
CA-2020-100811	2020-11-21	2020-11-24	First Class	CC-12475	Cindy Chapman	Consumer	United States	Philadelphia	Pennsylvania	19143	East	OFF-ST-10002444	39.296	4	0.2	3.9296	Chuck Magee
CA-2020-101049	2020-06-21	2020-06-25	Second Class	AS-10240	Alan Shonely	Consumer	United States	Cleveland	Ohio	44105	East	FUR-FU-10004415	17.92	5	0.2	2.464	Chuck Magee
CA-2020-101049	2020-06-21	2020-06-25	Second Class	AS-10240	Alan Shonely	Consumer	United States	Cleveland	Ohio	44105	East	OFF-BI-10001510	41.256	6	0.7	-34.38	Chuck Magee
CA-2020-101434	2020-06-20	2020-06-27	Standard Class	TR-21325	Toby Ritter	Consumer	United States	Belleville	New Jersey	7109	East	TEC-AC-10002402	239.97	3	0	71.991	Chuck Magee
CA-2020-101434	2020-06-20	2020-06-27	Standard Class	TR-21325	Toby Ritter	Consumer	United States	Belleville	New Jersey	7109	East	OFF-LA-10003223	9.82	2	0	4.8118	Chuck Magee
CA-2020-101798	2020-12-11	2020-12-15	Standard Class	MV-18190	Mike Vittorini	Consumer	United States	New York City	New York	10009	East	OFF-BI-10000050	23.36	4	0.2	7.884	Chuck Magee
CA-2020-101798	2020-12-11	2020-12-15	Standard Class	MV-18190	Mike Vittorini	Consumer	United States	New York City	New York	10009	East	TEC-AC-10001998	39.98	2	0	13.5932	Chuck Magee
CA-2020-101959	2020-02-28	2020-03-06	Standard Class	DB-13660	Duane Benoit	Consumer	United States	Middletown	Connecticut	6457	East	OFF-BI-10001757	9.84	2	0	4.7232	Chuck Magee
CA-2020-101959	2020-02-28	2020-03-06	Standard Class	DB-13660	Duane Benoit	Consumer	United States	Middletown	Connecticut	6457	East	OFF-PA-10002137	7.78	1	0	3.501	Chuck Magee
CA-2020-102197	2020-12-20	2020-12-26	Standard Class	DK-13150	David Kendrick	Corporate	United States	New York City	New York	10009	East	OFF-PA-10001970	279.9	5	0	137.151	Chuck Magee
CA-2020-102197	2020-12-20	2020-12-26	Standard Class	DK-13150	David Kendrick	Corporate	United States	New York City	New York	10009	East	OFF-BI-10001524	50.352	3	0.2	17.6232	Chuck Magee
CA-2020-102197	2020-12-20	2020-12-26	Standard Class	DK-13150	David Kendrick	Corporate	United States	New York City	New York	10009	East	OFF-PA-10004156	34.02	3	0	16.6698	Chuck Magee
CA-2020-102771	2020-03-31	2020-04-05	Standard Class	DO-13435	Denny Ordway	Consumer	United States	New York City	New York	10035	East	TEC-PH-10001536	84.95	5	0	22.087	Chuck Magee
CA-2020-102925	2020-11-05	2020-11-10	Second Class	CD-12280	Christina DeMoss	Consumer	United States	New York City	New York	10024	East	OFF-BI-10002735	164.688	6	0.2	55.5822	Chuck Magee
CA-2020-102925	2020-11-05	2020-11-10	Second Class	CD-12280	Christina DeMoss	Consumer	United States	New York City	New York	10024	East	FUR-TA-10003469	166.5	2	0.4	-66.6	Chuck Magee
CA-2020-102925	2020-11-05	2020-11-10	Second Class	CD-12280	Christina DeMoss	Consumer	United States	New York City	New York	10024	East	OFF-PA-10001870	12.96	2	0	6.2208	Chuck Magee
CA-2020-102925	2020-11-05	2020-11-10	Second Class	CD-12280	Christina DeMoss	Consumer	United States	New York City	New York	10024	East	OFF-PA-10004071	110.96	2	0	53.2608	Chuck Magee
CA-2020-102925	2020-11-05	2020-11-10	Second Class	CD-12280	Christina DeMoss	Consumer	United States	New York City	New York	10024	East	TEC-PH-10001448	99.98	2	0	3.9992	Chuck Magee
CA-2020-102925	2020-11-05	2020-11-10	Second Class	CD-12280	Christina DeMoss	Consumer	United States	New York City	New York	10024	East	OFF-BI-10002706	11.424	1	0.2	3.7128	Chuck Magee
CA-2020-102925	2020-11-05	2020-11-10	Second Class	CD-12280	Christina DeMoss	Consumer	United States	New York City	New York	10024	East	FUR-CH-10004875	128.124	2	0.1	24.2012	Chuck Magee
CA-2020-102925	2020-11-05	2020-11-10	Second Class	CD-12280	Christina DeMoss	Consumer	United States	New York City	New York	10024	East	FUR-FU-10004245	101.4	5	0	38.532	Chuck Magee
CA-2020-102967	2020-09-22	2020-09-26	Standard Class	MG-17890	Michael Granlund	Home Office	United States	Concord	New Hampshire	3301	East	OFF-ST-10001590	67.4	5	0	17.524	Chuck Magee
CA-2020-103156	2020-11-23	2020-11-24	First Class	TD-20995	Tamara Dahlen	Consumer	United States	Philadelphia	Pennsylvania	19120	East	FUR-FU-10000320	24.048	9	0.2	7.2144	Chuck Magee
CA-2020-103352	2020-11-27	2020-11-30	Second Class	RP-19390	Resi Pölking	Consumer	United States	New York City	New York	10011	East	OFF-AR-10001573	6.99	3	0	2.0271	Chuck Magee
CA-2020-103352	2020-11-27	2020-11-30	Second Class	RP-19390	Resi Pölking	Consumer	United States	New York City	New York	10011	East	OFF-BI-10001196	107.424	6	0.2	36.2556	Chuck Magee
CA-2020-103443	2020-12-17	2020-12-23	Standard Class	AT-10735	Annie Thurman	Consumer	United States	New York City	New York	10009	East	OFF-ST-10002276	166.72	2	0	41.68	Chuck Magee
CA-2020-103443	2020-12-17	2020-12-23	Standard Class	AT-10735	Annie Thurman	Consumer	United States	New York City	New York	10009	East	OFF-BI-10001617	24.816	3	0.2	8.3754	Chuck Magee
CA-2020-103443	2020-12-17	2020-12-23	Standard Class	AT-10735	Annie Thurman	Consumer	United States	New York City	New York	10009	East	FUR-FU-10000308	124.36	2	0	27.3592	Chuck Magee
CA-2020-103506	2020-07-23	2020-07-27	Standard Class	LR-17035	Lisa Ryan	Corporate	United States	Long Beach	New York	11561	East	OFF-LA-10001158	41.4	4	0	19.872	Chuck Magee
CA-2020-104010	2020-04-23	2020-04-25	First Class	TD-20995	Tamara Dahlen	Consumer	United States	New York City	New York	10011	East	OFF-SU-10001218	54.9	5	0	15.372	Chuck Magee
CA-2020-104024	2020-08-29	2020-09-03	Second Class	MD-17860	Michael Dominguez	Corporate	United States	Philadelphia	Pennsylvania	19134	East	OFF-AR-10001972	9.408	7	0.2	0.7056	Chuck Magee
CA-2020-104066	2020-12-05	2020-12-10	Standard Class	QJ-19255	Quincy Jones	Corporate	United States	Burlington	Vermont		East	TEC-AC-10001013	205.03	7	0	67.6599	Chuck Magee
CA-2020-104136	2020-11-01	2020-11-04	Second Class	SF-20065	Sandra Flanagan	Consumer	United States	Everett	Massachusetts	2149	East	OFF-PA-10004243	189.7	10	0	91.056	Chuck Magee
CA-2020-104136	2020-11-01	2020-11-04	Second Class	SF-20065	Sandra Flanagan	Consumer	United States	Everett	Massachusetts	2149	East	OFF-PA-10001033	40.99	1	0	20.0851	Chuck Magee
CA-2020-104381	2020-12-16	2020-12-23	Standard Class	RD-19810	Ross DeVincentis	Home Office	United States	Rochester	New York	14609	East	OFF-BI-10001628	33.376	4	0.2	10.43	Chuck Magee
CA-2020-104577	2020-05-12	2020-05-17	Standard Class	CK-12205	Chloris Kastensmidt	Consumer	United States	Everett	Massachusetts	2149	East	OFF-PA-10000659	87.6	5	0	42.048	Chuck Magee
CA-2020-104640	2020-11-10	2020-11-16	Standard Class	FH-14275	Frank Hawley	Corporate	United States	New York City	New York	10024	East	OFF-BI-10003925	931.176	3	0.2	314.2719	Chuck Magee
CA-2020-104640	2020-11-10	2020-11-16	Standard Class	FH-14275	Frank Hawley	Corporate	United States	New York City	New York	10024	East	TEC-PH-10002200	430.88	2	0	124.9552	Chuck Magee
CA-2020-104822	2020-10-20	2020-10-20	Same Day	RB-19465	Rick Bensley	Home Office	United States	New York City	New York	10024	East	OFF-LA-10002034	24.55	5	0	12.0295	Chuck Magee
CA-2020-104885	2020-03-02	2020-03-08	Standard Class	DB-13555	Dorothy Badders	Corporate	United States	Newark	Delaware	19711	East	OFF-AR-10001615	59.52	3	0	15.4752	Chuck Magee
CA-2020-104885	2020-03-02	2020-03-08	Standard Class	DB-13555	Dorothy Badders	Corporate	United States	Newark	Delaware	19711	East	OFF-EN-10003286	57.96	7	0	27.2412	Chuck Magee
CA-2020-104885	2020-03-02	2020-03-08	Standard Class	DB-13555	Dorothy Badders	Corporate	United States	Newark	Delaware	19711	East	FUR-BO-10003660	441.96	2	0	101.6508	Chuck Magee
CA-2020-104885	2020-03-02	2020-03-08	Standard Class	DB-13555	Dorothy Badders	Corporate	United States	Newark	Delaware	19711	East	OFF-PA-10002764	68.04	6	0	33.3396	Chuck Magee
CA-2020-104906	2020-02-13	2020-02-17	Standard Class	JP-15460	Jennifer Patt	Corporate	United States	New York City	New York	10009	East	OFF-PA-10001184	17.94	3	0	8.7906	Chuck Magee
CA-2020-104913	2020-11-18	2020-11-22	Standard Class	DK-13090	Dave Kipp	Consumer	United States	Long Beach	New York	11561	East	TEC-PH-10000923	74.95	5	0	36.7255	Chuck Magee
CA-2020-105053	2020-07-07	2020-07-09	Second Class	CS-12355	Christine Sundaresam	Consumer	United States	Long Beach	New York	11561	East	OFF-BI-10001634	17.472	3	0.2	6.3336	Chuck Magee
CA-2020-105074	2020-06-24	2020-06-29	Standard Class	MB-17305	Maria Bertelson	Consumer	United States	Akron	Ohio	44312	East	OFF-PA-10002666	21.744	3	0.2	6.795	Chuck Magee
CA-2020-105193	2020-03-25	2020-03-31	Standard Class	JL-15835	John Lee	Consumer	United States	New York City	New York	10024	East	OFF-AR-10001547	11.05	5	0	2.9835	Chuck Magee
CA-2020-105235	2020-12-05	2020-12-11	Standard Class	SM-20950	Suzanne McNair	Corporate	United States	New York City	New York	10011	East	FUR-FU-10001487	20.94	3	0	6.0726	Chuck Magee
CA-2020-105235	2020-12-05	2020-12-11	Standard Class	SM-20950	Suzanne McNair	Corporate	United States	New York City	New York	10011	East	FUR-FU-10000521	58.68	2	0	18.1908	Chuck Magee
CA-2020-105235	2020-12-05	2020-12-11	Standard Class	SM-20950	Suzanne McNair	Corporate	United States	New York City	New York	10011	East	OFF-AP-10001271	254.9	5	0	68.823	Chuck Magee
CA-2020-105333	2020-11-30	2020-12-04	Standard Class	VP-21730	Victor Preis	Home Office	United States	New York City	New York	10011	East	OFF-ST-10002182	83.56	4	0	1.6712	Chuck Magee
CA-2020-105333	2020-11-30	2020-12-04	Standard Class	VP-21730	Victor Preis	Home Office	United States	New York City	New York	10011	East	TEC-PH-10001468	546.06	3	0	163.818	Chuck Magee
CA-2020-105333	2020-11-30	2020-12-04	Standard Class	VP-21730	Victor Preis	Home Office	United States	New York City	New York	10011	East	OFF-ST-10001809	269.49	3	0	5.3898	Chuck Magee
CA-2020-105480	2020-12-20	2020-12-26	Standard Class	DK-13225	Dean Katz	Corporate	United States	Rochester	New York	14609	East	OFF-PA-10002787	6.48	1	0	3.1104	Chuck Magee
CA-2020-105480	2020-12-20	2020-12-26	Standard Class	DK-13225	Dean Katz	Corporate	United States	Rochester	New York	14609	East	OFF-BI-10003291	6.984	1	0.2	2.3571	Chuck Magee
CA-2020-105886	2020-12-18	2020-12-23	Standard Class	DB-13660	Duane Benoit	Consumer	United States	Oceanside	New York	11572	East	FUR-FU-10001037	18.96	2	0	8.532	Chuck Magee
CA-2020-106047	2020-07-12	2020-07-18	Standard Class	CS-11860	Cari Schnelling	Consumer	United States	Fairfield	Ohio	45014	East	OFF-PA-10000791	3.816	1	0.2	1.1925	Chuck Magee
CA-2020-106355	2020-04-02	2020-04-05	First Class	AT-10435	Alyssa Tate	Home Office	United States	Meriden	Connecticut	6450	East	OFF-AR-10000246	11.12	4	0	2.8912	Chuck Magee
CA-2020-106747	2020-07-03	2020-07-04	First Class	TS-21505	Tony Sayre	Consumer	United States	Concord	New Hampshire	3301	East	FUR-FU-10004188	102.3	1	0	26.598	Chuck Magee
CA-2020-106831	2020-06-01	2020-06-03	First Class	FH-14350	Fred Harton	Consumer	United States	Dublin	Ohio	43017	East	OFF-BI-10003429	3.798	2	0.7	-2.6586	Chuck Magee
CA-2020-106831	2020-06-01	2020-06-03	First Class	FH-14350	Fred Harton	Consumer	United States	Dublin	Ohio	43017	East	OFF-PA-10000682	27.744	6	0.2	10.0572	Chuck Magee
CA-2020-106831	2020-06-01	2020-06-03	First Class	FH-14350	Fred Harton	Consumer	United States	Dublin	Ohio	43017	East	TEC-PH-10001700	158.376	4	0.4	-34.3148	Chuck Magee
CA-2020-106852	2020-06-20	2020-06-27	Standard Class	ST-20530	Shui Tom	Consumer	United States	Parma	Ohio	44134	East	OFF-PA-10001639	31.104	6	0.2	10.8864	Chuck Magee
CA-2020-106852	2020-06-20	2020-06-27	Standard Class	ST-20530	Shui Tom	Consumer	United States	Parma	Ohio	44134	East	OFF-AR-10003829	5.248	2	0.2	0.5904	Chuck Magee
CA-2020-106943	2020-11-14	2020-11-19	Standard Class	FO-14305	Frank Olsen	Consumer	United States	New York City	New York	10035	East	OFF-BI-10003669	8.64	2	0.2	3.024	Chuck Magee
CA-2020-107132	2020-06-26	2020-06-30	Standard Class	SC-20260	Scott Cohen	Corporate	United States	New York City	New York	10009	East	OFF-BI-10001071	102.368	2	0.2	37.1084	Chuck Magee
CA-2020-107132	2020-06-26	2020-06-30	Standard Class	SC-20260	Scott Cohen	Corporate	United States	New York City	New York	10009	East	OFF-SU-10002503	28.4	5	0	8.236	Chuck Magee
CA-2020-107132	2020-06-26	2020-06-30	Standard Class	SC-20260	Scott Cohen	Corporate	United States	New York City	New York	10009	East	OFF-ST-10001490	713.88	4	0	214.164	Chuck Magee
CA-2020-107132	2020-06-26	2020-06-30	Standard Class	SC-20260	Scott Cohen	Corporate	United States	New York City	New York	10009	East	OFF-PA-10003790	68.52	3	0	31.5192	Chuck Magee
CA-2020-107503	2020-01-01	2020-01-06	Standard Class	GA-14725	Guy Armstrong	Consumer	United States	Lorain	Ohio	44052	East	FUR-FU-10003878	48.896	4	0.2	8.5568	Chuck Magee
CA-2020-107552	2020-05-05	2020-05-05	Same Day	AI-10855	Arianne Irving	Consumer	United States	New York City	New York	10035	East	OFF-PA-10002947	6.68	1	0	3.2064	Chuck Magee
CA-2020-107713	2020-03-13	2020-03-17	Standard Class	JB-16000	Joy Bell-	Consumer	United States	Columbia	Maryland	21044	East	OFF-BI-10002026	174.3	3	0	81.921	Chuck Magee
CA-2020-107720	2020-11-06	2020-11-13	Standard Class	VM-21685	Valerie Mitchum	Home Office	United States	Westfield	New Jersey	7090	East	OFF-ST-10001414	46.26	3	0	12.0276	Chuck Magee
CA-2020-107832	2020-11-23	2020-11-26	Second Class	FH-14275	Frank Hawley	Corporate	United States	Philadelphia	Pennsylvania	19120	East	OFF-BI-10001658	7.476	1	0.7	-5.9808	Chuck Magee
CA-2020-107874	2020-11-21	2020-11-25	Standard Class	SW-20275	Scott Williamson	Consumer	United States	New York City	New York	10035	East	FUR-FU-10003535	27.42	1	0	11.2422	Chuck Magee
CA-2020-108441	2020-06-12	2020-06-18	Standard Class	SB-20170	Sarah Bern	Consumer	United States	New York City	New York	10035	East	OFF-PA-10000697	19.04	4	0	9.3296	Chuck Magee
CA-2020-108441	2020-06-12	2020-06-18	Standard Class	SB-20170	Sarah Bern	Consumer	United States	New York City	New York	10035	East	OFF-BI-10000848	13.128	3	0.2	4.2666	Chuck Magee
CA-2020-108441	2020-06-12	2020-06-18	Standard Class	SB-20170	Sarah Bern	Consumer	United States	New York City	New York	10035	East	OFF-AR-10004691	64.14	3	0	16.6764	Chuck Magee
CA-2020-108441	2020-06-12	2020-06-18	Standard Class	SB-20170	Sarah Bern	Consumer	United States	New York City	New York	10035	East	FUR-CH-10000595	858.24	4	0.1	143.04	Chuck Magee
CA-2020-108553	2020-04-23	2020-04-29	Standard Class	SK-19990	Sally Knutson	Consumer	United States	New York City	New York	10024	East	OFF-AP-10000026	121.94	2	0	35.3626	Chuck Magee
CA-2020-108553	2020-04-23	2020-04-29	Standard Class	SK-19990	Sally Knutson	Consumer	United States	New York City	New York	10024	East	OFF-SU-10002573	122.71	7	0	36.813	Chuck Magee
CA-2020-108749	2020-09-12	2020-09-15	First Class	DJ-13510	Don Jones	Corporate	United States	Woonsocket	Rhode Island	2895	East	OFF-PA-10003797	45.36	7	0	21.7728	Chuck Magee
CA-2020-108749	2020-09-12	2020-09-15	First Class	DJ-13510	Don Jones	Corporate	United States	Woonsocket	Rhode Island	2895	East	OFF-BI-10003707	45.78	3	0	22.89	Chuck Magee
CA-2020-108756	2020-12-25	2020-12-29	Standard Class	PO-18865	Patrick O'Donnell	Consumer	United States	East Orange	New Jersey	7017	East	TEC-AC-10003237	31.8	3	0	13.674	Chuck Magee
CA-2020-108791	2020-07-27	2020-07-31	Standard Class	TM-21490	Tony Molinari	Consumer	United States	Yonkers	New York	10701	East	FUR-FU-10004018	14.89	1	0	4.0203	Chuck Magee
CA-2020-108791	2020-07-27	2020-07-31	Standard Class	TM-21490	Tony Molinari	Consumer	United States	Yonkers	New York	10701	East	TEC-PH-10002660	543.92	8	0	135.98	Chuck Magee
CA-2020-108910	2020-09-24	2020-09-29	Standard Class	KC-16540	Kelly Collister	Consumer	United States	Newark	Ohio	43055	East	FUR-FU-10002253	103.056	3	0.2	24.4758	Chuck Magee
CA-2020-108931	2020-09-14	2020-09-19	Standard Class	HZ-14950	Henia Zydlo	Consumer	United States	New York City	New York	10024	East	OFF-PA-10002741	8.56	2	0	3.852	Chuck Magee
CA-2020-108931	2020-09-14	2020-09-19	Standard Class	HZ-14950	Henia Zydlo	Consumer	United States	New York City	New York	10024	East	OFF-PA-10003845	11.56	2	0	5.6644	Chuck Magee
CA-2020-109085	2020-02-17	2020-02-20	First Class	CK-12325	Christine Kargatis	Home Office	United States	Troy	Ohio	45373	East	FUR-TA-10001086	455.97	5	0.4	-106.393	Chuck Magee
CA-2020-109085	2020-02-17	2020-02-20	First Class	CK-12325	Christine Kargatis	Home Office	United States	Troy	Ohio	45373	East	OFF-BI-10001525	5.715	5	0.7	-4.7625	Chuck Magee
CA-2020-109085	2020-02-17	2020-02-20	First Class	CK-12325	Christine Kargatis	Home Office	United States	Troy	Ohio	45373	East	TEC-PH-10000526	57.594	1	0.4	-11.5188	Chuck Magee
CA-2020-109085	2020-02-17	2020-02-20	First Class	CK-12325	Christine Kargatis	Home Office	United States	Troy	Ohio	45373	East	FUR-FU-10004973	30.144	2	0.2	8.2896	Chuck Magee
CA-2020-109085	2020-02-17	2020-02-20	First Class	CK-12325	Christine Kargatis	Home Office	United States	Troy	Ohio	45373	East	FUR-CH-10003981	899.43	5	0.3	-12.849	Chuck Magee
CA-2020-109099	2020-10-06	2020-10-11	Standard Class	MM-18280	Muhammed MacIntyre	Corporate	United States	New York City	New York	10009	East	OFF-PA-10001033	40.99	1	0	20.0851	Chuck Magee
CA-2020-109211	2020-04-04	2020-04-10	Standard Class	PS-19045	Penelope Sewall	Home Office	United States	New York City	New York	10011	East	OFF-EN-10001532	16.98	1	0	8.49	Chuck Magee
CA-2020-109750	2020-07-22	2020-07-28	Standard Class	FH-14365	Fred Hopkins	Corporate	United States	New York City	New York	10009	East	TEC-PH-10000702	29.97	3	0	14.0859	Chuck Magee
CA-2020-109757	2020-09-04	2020-09-09	Second Class	MD-17350	Maribeth Dona	Consumer	United States	Akron	Ohio	44312	East	OFF-AR-10002335	8.256	4	0.2	0.6192	Chuck Magee
CA-2020-109757	2020-09-04	2020-09-09	Second Class	MD-17350	Maribeth Dona	Consumer	United States	Akron	Ohio	44312	East	OFF-BI-10004001	25.56	5	0.7	-20.448	Chuck Magee
CA-2020-109757	2020-09-04	2020-09-09	Second Class	MD-17350	Maribeth Dona	Consumer	United States	Akron	Ohio	44312	East	OFF-BI-10001634	4.368	2	0.7	-3.0576	Chuck Magee
CA-2020-109757	2020-09-04	2020-09-09	Second Class	MD-17350	Maribeth Dona	Consumer	United States	Akron	Ohio	44312	East	OFF-PA-10000007	11.52	4	0.2	3.744	Chuck Magee
CA-2020-110429	2020-11-03	2020-11-08	Standard Class	DM-13015	Darrin Martin	Consumer	United States	Philadelphia	Pennsylvania	19143	East	OFF-BI-10000216	11.673	3	0.7	-7.782	Chuck Magee
CA-2020-110625	2020-12-23	2020-12-30	Standard Class	JB-16045	Julia Barnett	Home Office	United States	Danbury	Connecticut	6810	East	FUR-FU-10001473	27.46	2	0	9.8856	Chuck Magee
CA-2020-110884	2020-03-07	2020-03-12	Standard Class	SH-20395	Shahid Hopkins	Consumer	United States	New York City	New York	10035	East	OFF-BI-10003669	25.92	6	0.2	9.072	Chuck Magee
CA-2020-110884	2020-03-07	2020-03-12	Standard Class	SH-20395	Shahid Hopkins	Consumer	United States	New York City	New York	10035	East	OFF-LA-10003510	91.59	3	0	42.1314	Chuck Magee
CA-2020-111269	2020-06-16	2020-06-18	Second Class	CS-12355	Christine Sundaresam	Consumer	United States	Dublin	Ohio	43017	East	TEC-AC-10001606	479.952	6	0.2	107.9892	Chuck Magee
CA-2020-111269	2020-06-16	2020-06-18	Second Class	CS-12355	Christine Sundaresam	Consumer	United States	Dublin	Ohio	43017	East	OFF-AR-10001427	23.92	5	0.2	1.794	Chuck Magee
CA-2020-111374	2020-02-24	2020-02-28	Standard Class	CB-12415	Christy Brittain	Consumer	United States	Philadelphia	Pennsylvania	19134	East	OFF-BI-10004970	4.956	4	0.7	-3.7996	Chuck Magee
CA-2020-111556	2020-11-20	2020-11-22	First Class	CD-11920	Carlos Daly	Consumer	United States	New York City	New York	10035	East	OFF-PA-10003651	46.76	7	0	22.4448	Chuck Magee
CA-2020-111556	2020-11-20	2020-11-22	First Class	CD-11920	Carlos Daly	Consumer	United States	New York City	New York	10035	East	FUR-BO-10003159	183.968	2	0.2	-25.2956	Chuck Magee
CA-2020-111556	2020-11-20	2020-11-22	First Class	CD-11920	Carlos Daly	Consumer	United States	New York City	New York	10035	East	TEC-PH-10001459	1259.97	3	0	327.5922	Chuck Magee
